userId,train,gt,rec_AMR_visual,CR_AMR_visual,PB_AMR_visual,FA_AMR_visual,NO_AMR_visual,DI_AMR_visual,CB_AMR_visual,RC_AMR_visual,ND_AMR_visual,CV_AMR_visual
1,"[2692, 260, 1028, 1287, 1029, 1035, 914, 661, 150, 919, 1193, 1961, 2355, 1207, 1097, 2762, 588, 595, 1246, 608, 2028, 2797, 3186, 1907, 2804, 1270]","[2791, 1962, 1197, 3408, 594, 1721, 1022]","[2879, 1968, 262, 1476, 3257, 3361, 849, 3448, 381, 3254]",0.0,0.03496350364963503,0.19123173277661798,10.78066993103453,0.7325925925925927,5.8640170209544324,0.0,0.0,0.7290132547864506
2,"[1792, 648, 265, 1801, 1544, 780, 2312, 3471, 1552, 2067, 1687, 1945, 1953, 3107, 163, 165, 1193, 1962, 2858, 1196, 1198, 1968, 2353, 3893, 3255, 3256, 1207, 442, 3257, 1213, 318, 1090, 2628, 2501, 3654, 457, 589, 1103, 593, 2002, 1370, 1372, 1244, 1246, 2396, 736, 3809, 1245, 2916, 235, 2028, 368, 1917]","[1537, 2881, 515, 1247, 1527, 647, 3147, 590, 2194, 434, 1690, 920, 3735, 1784, 2490, 2717, 95]","[2879, 381, 1240, 1192, 3328, 849, 3254, 2001, 1476, 1089]",0.0,0.01594890510948905,0.10000000000000009,11.683183887262382,0.8453439153439152,2.4660300533581783,0.0,0.0,0.7290132547864506
3,"[260, 1291, 653, 1304, 2081, 2470, 552, 1961, 2858, 1196, 1197, 1968, 2355, 1079, 3534, 590, 593, 733, 1378, 104, 1394, 1270]","[2115, 648, 1580, 1261, 1198, 1615, 1136, 1266, 2997, 2617, 3868]","[2879, 1240, 3328, 1103, 2001, 1234, 262, 339, 849, 2094]",0.0,0.02102189781021898,0.11909722222222241,11.079682906632126,0.8194179894179895,2.9787484840865237,0.0,0.0,0.7290132547864506
4,"[260, 3527, 1097, 1387, 2028, 1196, 1198, 1240, 1214, 2366]",[2692],"[2879, 2064, 2001, 262, 1207, 1266, 1192, 1197, 2248, 3328]",0.0,0.019014598540145984,0.10000000000000009,11.657818877984592,0.8444444444444444,9.516966417848327,0.0,0.0,0.7290132547864506
5,"[2560, 1921, 515, 2692, 265, 3083, 908, 2959, 913, 2580, 1429, 150, 919, 2716, 2717, 3744, 2723, 2599, 1192, 1449, 2858, 3499, 3624, 2987, 1580, 2355, 2997, 318, 1089, 1729, 968, 2762, 3408, 3793, 1617, 593, 2384, 728, 2908, 1500, 733, 1884, 608, 353, 1635, 357, 3176, 1513, 2028, 2291, 1653, 377, 2683, 2428, 509]","[288, 224, 1527, 2916, 1732, 1734, 2058, 1643, 2700, 1485, 1517, 2353, 1909, 1719, 1721, 3386, 1213]","[2879, 1240, 3328, 1234, 1197, 1968, 1682, 262, 339, 849]",0.0,0.02102189781021898,0.11909722222222241,11.079682906632126,0.8203703703703705,2.750807526164147,0.0,0.0,0.7290132547864506
6,"[1028, 3717, 1674, 1035, 266, 912, 914, 2966, 920, 2081, 2082, 3624, 3753, 2858, 3501, 2100, 1088, 838, 2506, 588, 590, 3534, 3536, 3408, 595, 2396, 3682, 377, 383]",[368],"[2078, 1653, 3176, 2424, 849, 2688, 1645, 2702, 474, 2291]",0.0,0.0033576642335766426,0.10000000000000009,11.90797663860674,0.8205291005291006,2.827427886765423,0.0,0.0,0.7290132547864506
7,"[3107, 648, 3753, 2028, 1580, 589, 442, 2353, 3793, 1270, 3256, 474, 733]","[2916, 377, 1196, 457]","[2879, 1240, 1653, 780, 1214, 1748, 2628, 736, 1584, 318]",0.0,0.0075912408759124085,0.10000000000000009,11.790288862398333,0.7466666666666667,0.7479829611122348,0.0,0.0,0.7290132547864506
8,"[2688, 1027, 2692, 1801, 266, 2702, 1682, 2324, 2712, 3481, 538, 282, 2336, 288, 161, 163, 1059, 3107, 2600, 2858, 555, 1580, 1711, 3257, 2490, 1213, 589, 1488, 337, 2396, 733, 2908, 608, 2916, 3173, 2023, 105, 2028, 1393, 3186, 2291, 1653, 377, 508, 253, 2686]","[1120, 1476, 454, 3528, 265, 3147, 908, 524, 111, 1721, 3252, 150, 151, 3256, 2329, 3386]","[2078, 344, 2683, 2762, 2135, 838, 3408, 3255, 1089, 1299]",0.0,0.023503649635036497,0.10000000000000009,11.62724114640098,0.8485185185185184,4.876201614295636,0.0,0.0,0.7290132547864506
9,"[1921, 2692, 3717, 778, 524, 2959, 912, 529, 1552, 1682, 2324, 920, 1060, 805, 1446, 3623, 2599, 1961, 2858, 3751, 300, 1584, 2355, 3255, 1721, 1213, 318, 1089, 838, 457, 3147, 1356, 590, 1358, 3408, 593, 1617, 3793, 1500, 223, 2028, 1777, 1653, 1784, 377, 1148, 2302]","[608, 1223, 2762, 367, 1393, 3253, 150, 508]","[2879, 1240, 339, 1276, 2762, 3481, 728, 2683, 589, 1270]",0.0,0.01635036496350365,0.12455357142857149,11.120358312634115,0.7151851851851853,3.46445008536974,0.125,0.09785159463516042,0.7290132547864506
10,"[1028, 1035, 1042, 2067, 539, 541, 2078, 543, 2080, 2081, 2082, 1059, 2599, 2087, 2090, 1580, 2094, 1584, 1586, 2100, 1079, 1080, 2617, 2105, 1088, 1091, 2115, 1097, 586, 588, 589, 590, 592, 1617, 1104, 594, 596, 3668, 2640, 2135, 2136, 2140, 1633, 2657, 1125, 3175, 104, 1136, 2161, 116, 1653, 3701, 1148, 3198, 648, 1676, 653, 1682, 150, 153, 1690, 2716, 2717, 1196, 1197, 1198, 1200, 1203, 3252, 3255, 1721, 186, 1214, 1215, 3264, 1223, 223, 3296, 1247, 1252, 2791, 743, 2795, 2291, 2804, 1270, 1271, 248, 2300, 1276, 765, 260, 2312, 1291, 780, 2324, 1302, 1304, 282, 2336, 2858, 2863, 2355, 3386, 1339, 316, 830, 1345, 329, 2378, 3408, 339, 344, 858, 1371, 1372, 1884, 1374, 1375, 351, 2396, 1376, 357, 2407, 367, 3439, 370, 2424, 1918, 1921, 898, 1409, 2948, 904, 2959, 3471, 913, 912, 918, 919, 2968, 3481, 920, 923, 924, 2470, 1961, 3501, 943, 435, 2997, 2497, 2011, 3037, 2015, 3039, 2021, 1513, 1517, 1019, 1020, 2046]","[2436, 2054, 1287, 1544, 3593, 2826, 3087, 784, 914, 2967, 3097, 3868, 926, 1278, 3363, 3751, 180, 3254, 953, 318, 2622, 2302, 2628, 2501, 2762, 587, 2124, 1356, 2001, 1234, 595, 2002, 1240, 3675, 3809, 1387, 2797, 750, 368, 1394, 1784, 253, 1022, 2431]","[849, 1968, 1544, 262, 1278, 2683, 253, 235, 1103, 1231]",0.0,0.12726277372262773,0.22859191281904234,9.556310046170157,0.7518518518518519,4.5829559887898945,0.06818181818181818,0.2685529228900211,0.7290132547864506
