userId,train,gt,rec_AMR_audio,CR_AMR_audio,PB_AMR_audio,FA_AMR_audio,NO_AMR_audio,DI_AMR_audio,CB_AMR_audio,RC_AMR_audio,ND_AMR_audio,CV_AMR_audio
1,"[2692, 260, 1028, 1287, 1029, 1035, 914, 661, 150, 919, 1193, 1961, 2355, 1207, 1097, 2762, 588, 595, 1246, 608, 2028, 2797, 3186, 1907, 2804, 1270]","[2791, 1962, 1197, 3408, 594, 1721, 1022]","[1198, 318, 590, 2336, 1196, 2087, 594, 2858, 2396, 2081]",0.0,0.014087591240875913,0.23108808290155447,10.498756940630424,0.8396296296296296,1.2275127708981781,0.14285714285714285,0.09162544430476362,0.8689248895434463
2,"[1792, 648, 265, 1801, 1544, 780, 2312, 3471, 1552, 2067, 1687, 1945, 1953, 3107, 163, 165, 1193, 1962, 2858, 1196, 1198, 1968, 2353, 3893, 3255, 3256, 1207, 442, 3257, 1213, 318, 1090, 2628, 2501, 3654, 457, 589, 1103, 593, 2002, 1370, 1372, 1244, 1246, 2396, 736, 3809, 1245, 2916, 235, 2028, 368, 1917]","[1537, 2881, 515, 1247, 1527, 647, 3147, 590, 2194, 434, 1690, 920, 3735, 1784, 2490, 2717, 95]","[474, 858, 2194, 377, 590, 608, 1608, 1266, 161, 260]",0.1,0.07664233576642336,0.29219047619047633,8.412312760448838,0.7725925925925926,1.6984409827674414,0.11764705882352941,0.19518900079066107,0.8689248895434463
3,"[260, 1291, 653, 1304, 2081, 2470, 552, 1961, 2858, 1196, 1197, 1968, 2355, 1079, 3534, 590, 593, 733, 1378, 104, 1394, 1270]","[2115, 648, 1580, 1261, 1198, 1615, 1136, 1266, 2997, 2617, 3868]","[1198, 2797, 1580, 2716, 2628, 457, 2028, 2396, 648, 3448]",0.0,0.024963503649635035,0.13421052631578956,10.95857586975988,0.8155555555555555,2.639835381063733,0.2727272727272727,0.3963918729015093,0.8689248895434463
4,"[260, 3527, 1097, 1387, 2028, 1196, 1198, 1240, 1214, 2366]",[2692],"[1200, 541, 858, 589, 1270, 3471, 924, 1291, 2916, 457]",0.0,0.04660583941605839,0.26084573218480833,9.952939888478419,0.7418518518518519,3.488936430809038,0.0,0.0,0.8689248895434463
5,"[2560, 1921, 515, 2692, 265, 3083, 908, 2959, 913, 2580, 1429, 150, 919, 2716, 2717, 3744, 2723, 2599, 1192, 1449, 2858, 3499, 3624, 2987, 1580, 2355, 2997, 318, 1089, 1729, 968, 2762, 3408, 3793, 1617, 593, 2384, 728, 2908, 1500, 733, 1884, 608, 353, 1635, 357, 3176, 1513, 2028, 2291, 1653, 377, 2683, 2428, 509]","[288, 224, 1527, 2916, 1732, 1734, 2058, 1643, 2700, 1485, 1517, 2353, 1909, 1719, 1721, 3386, 1213]","[2396, 223, 2712, 2710, 3481, 2700, 2761, 235, 3175, 2336]",0.0,0.07178832116788321,0.12043721403152019,10.716600702329703,0.8055555555555556,6.648363557702061,0.058823529411764705,0.07839826897867533,0.8689248895434463
6,"[1028, 3717, 1674, 1035, 266, 912, 914, 2966, 920, 2081, 2082, 3624, 3753, 2858, 3501, 2100, 1088, 838, 2506, 588, 590, 3534, 3536, 3408, 595, 2396, 3682, 377, 383]",[368],"[919, 1393, 539, 2424, 265, 3097, 357, 3751, 911, 1270]",0.0,0.043613138686131384,0.21799163179916325,10.042658888221833,0.6537037037037037,3.736568591216864,0.0,0.0,0.8689248895434463
7,"[3107, 648, 3753, 2028, 1580, 589, 442, 2353, 3793, 1270, 3256, 474, 733]","[2916, 377, 1196, 457]","[457, 2916, 1608, 1370, 1552, 260, 780, 1198, 1240, 2628]",0.0,0.05237226277372262,0.1790243902439026,10.669457218473772,0.5151851851851853,3.396130204155274,0.5,0.6366824387328317,0.8689248895434463
8,"[2688, 1027, 2692, 1801, 266, 2702, 1682, 2324, 2712, 3481, 538, 282, 2336, 288, 161, 163, 1059, 3107, 2600, 2858, 555, 1580, 1711, 3257, 2490, 1213, 589, 1488, 337, 2396, 733, 2908, 608, 2916, 3173, 2023, 105, 2028, 1393, 3186, 2291, 1653, 377, 508, 253, 2686]","[1120, 1476, 454, 3528, 265, 3147, 908, 524, 111, 1721, 3252, 150, 151, 3256, 2329, 3386]","[628, 318, 2762, 457, 1617, 2959, 3147, 3176, 1721, 474]",0.0,0.03580291970802919,0.24515800203873606,9.539923172881934,0.6770370370370371,3.5336844955376954,0.125,0.13961814555374907,0.8689248895434463
9,"[1921, 2692, 3717, 778, 524, 2959, 912, 529, 1552, 1682, 2324, 920, 1060, 805, 1446, 3623, 2599, 1961, 2858, 3751, 300, 1584, 2355, 3255, 1721, 1213, 318, 1089, 838, 457, 3147, 1356, 590, 1358, 3408, 593, 1617, 3793, 1500, 223, 2028, 1777, 1653, 1784, 377, 1148, 2302]","[608, 1223, 2762, 367, 1393, 3253, 150, 508]","[2336, 608, 2762, 2396, 150, 3897, 2997, 3481, 2291, 2329]",0.1,0.02715328467153285,0.1005376344086022,11.506805296550363,0.7370370370370372,5.117772770259317,0.375,0.38391202314388534,0.8689248895434463
10,"[1028, 1035, 1042, 2067, 539, 541, 2078, 543, 2080, 2081, 2082, 1059, 2599, 2087, 2090, 1580, 2094, 1584, 1586, 2100, 1079, 1080, 2617, 2105, 1088, 1091, 2115, 1097, 586, 588, 589, 590, 592, 1617, 1104, 594, 596, 3668, 2640, 2135, 2136, 2140, 1633, 2657, 1125, 3175, 104, 1136, 2161, 116, 1653, 3701, 1148, 3198, 648, 1676, 653, 1682, 150, 153, 1690, 2716, 2717, 1196, 1197, 1198, 1200, 1203, 3252, 3255, 1721, 186, 1214, 1215, 3264, 1223, 223, 3296, 1247, 1252, 2791, 743, 2795, 2291, 2804, 1270, 1271, 248, 2300, 1276, 765, 260, 2312, 1291, 780, 2324, 1302, 1304, 282, 2336, 2858, 2863, 2355, 3386, 1339, 316, 830, 1345, 329, 2378, 3408, 339, 344, 858, 1371, 1372, 1884, 1374, 1375, 351, 2396, 1376, 357, 2407, 367, 3439, 370, 2424, 1918, 1921, 898, 1409, 2948, 904, 2959, 3471, 913, 912, 918, 919, 2968, 3481, 920, 923, 924, 2470, 1961, 3501, 943, 435, 2997, 2497, 2011, 3037, 2015, 3039, 2021, 1513, 1517, 1019, 1020, 2046]","[2436, 2054, 1287, 1544, 3593, 2826, 3087, 784, 914, 2967, 3097, 3868, 926, 1278, 3363, 3751, 180, 3254, 953, 318, 2622, 2302, 2628, 2501, 2762, 587, 2124, 1356, 2001, 1234, 595, 2002, 1240, 3675, 3809, 1387, 2797, 750, 368, 1394, 1784, 253, 1022, 2431]","[2054, 2797, 2124, 2628, 3396, 914, 595, 1278, 587, 1356]",0.0,0.00937956204379562,0.19105058365758754,11.160368060559605,0.8317989417989419,3.919368437068458,0.20454545454545456,0.914856882358379,0.8689248895434463
11,"[1665, 778, 2959, 784, 1042, 1682, 2580, 788, 2710, 2712, 2329, 3101, 1278, 543, 1059, 2598, 2858, 3499, 1198, 2355, 435, 2997, 3255, 1080, 1213, 1089, 1732, 3396, 2762, 587, 1358, 590, 593, 2136, 216, 1244, 608, 481, 3809, 357, 104, 1136, 1394, 2804, 246, 1784, 2302, 2431]","[3107, 515, 454, 2791, 231, 3176, 586, 2795, 1197, 1777, 2706, 342, 3448, 2683, 2396, 318]","[223, 318, 1060, 1517, 3253, 235, 1617, 150, 2716, 1500]",0.0,0.10645985401459854,0.2207404868015086,8.993029192853514,0.6696296296296297,3.6076378704829755,0.0625,0.13886244387355454,0.8689248895434463
12,"[1252, 3785, 1198, 111, 2804, 3897, 858, 923, 1247]","[593, 1193, 919]","[2858, 1617, 608, 2028, 1219, 589, 593, 3481, 260, 904]",0.1,0.05693430656934306,0.22730769230769243,9.800907248662057,0.8414814814814815,1.2439426615971811,0.3333333333333333,0.15642624200758548,0.8689248895434463
13,"[260, 1287, 648, 1544, 1291, 780, 1429, 153, 1690, 3745, 165, 1446, 421, 552, 2987, 1580, 1197, 1198, 2094, 434, 1587, 3256, 2105, 2617, 316, 318, 1216, 2115, 2628, 329, 2686, 1097, 1356, 589, 590, 2640, 2002, 2135, 1370, 1372, 1375, 1376, 736, 2916, 3175, 2028, 1262, 368, 1393, 2046]","[1527, 517, 2470, 2054, 457, 1196, 592, 593, 2161, 2641, 919, 2968, 1374]","[1275, 1371, 1196, 1374, 1527, 733, 457, 1917, 1373, 3639]",0.0,0.020693430656934304,0.10000000000000009,11.64561234171822,0.4840740740740741,3.8648458498517644,0.3076923076923077,0.3633412872595719,0.8689248895434463
14,"[608, 2243, 2692, 2694, 3623, 2686, 2858, 2572, 2826, 2762, 1968, 2997, 2396, 1982]","[3354, 2959]","[2706, 2959, 2599, 2908, 2683, 2502, 2716, 2987, 1196, 2580]",0.0,0.0,1.0,12.560332834212442,0.8249735449735449,3.635724991342789,0.5,0.38685280723454163,0.8689248895434463
15,"[2567, 2058, 524, 2581, 539, 2598, 3623, 3624, 1586, 2617, 2115, 1608, 587, 3147, 1615, 593, 1617, 1619, 1625, 104, 3176, 1644, 1645, 2161, 628, 2683, 2688, 3717, 1672, 648, 653, 2706, 2712, 161, 1193, 3753, 1196, 1198, 3256, 1729, 1732, 2762, 2763, 3798, 733, 231, 748, 1271, 1784, 2302, 260, 2826, 1291, 780, 2841, 805, 2858, 300, 3386, 318, 832, 2882, 344, 2394, 1370, 2396, 2916, 357, 367, 2424, 2959, 2961, 1968, 434, 2997, 2490, 2501, 457, 2506, 3534, 2001, 2002, 1500, 2028, 1527]","[517, 2694, 266, 1805, 141, 2702, 788, 3354, 3499, 1580, 2605, 442, 1213, 2881, 1485, 3408, 2640, 2908, 1892, 368, 1777, 1909]","[2881, 1721, 150, 1393, 2353, 1580, 474, 2605, 2628, 3107]",0.0,0.030437956204379564,0.12206235011990407,10.954449100944661,0.7696296296296297,2.2890749580351506,0.13636363636363635,0.3679212572135327,0.8689248895434463
16,"[2723, 2629, 3175, 2568, 266, 2987, 2572, 1682, 2581, 2805, 1911, 2394, 2683]","[2761, 2355, 2701]","[2702, 2706, 2694, 2598, 2688, 2396, 2762, 1513, 2336, 2605]",0.0,0.0,1.0,12.560332834212442,0.7481481481481482,7.736776375060154,0.0,0.0,0.8689248895434463
17,"[2058, 529, 541, 2599, 3624, 2600, 1580, 1584, 2105, 590, 1614, 2640, 593, 1617, 595, 2140, 2657, 3175, 628, 1653, 3701, 3717, 3744, 1185, 3745, 3751, 1193, 1196, 1200, 1206, 3256, 1213, 1214, 2762, 3793, 1748, 1240, 223, 3300, 235, 750, 3827, 1270, 247, 1284, 260, 780, 2346, 2858, 2355, 316, 329, 1356, 1358, 2901, 1370, 2908, 2396, 1374, 2916, 1909, 1921, 3471, 913, 924, 942, 2501, 454, 3527, 968, 457, 2011, 2021, 2028, 1527, 2554, 1019, 2046]","[1376, 1729, 1635, 707, 163, 2407, 1097, 3147, 300, 589, 2288, 1779, 1077, 2455, 1624, 318, 1215]","[589, 2628, 608, 1372, 1198, 318, 1097, 1376, 1676, 2455]",0.1,0.022007299270072993,0.17031509121061372,10.828450312172473,0.7275661375661376,3.1234136978807934,0.29411764705882354,0.5049059675118446,0.8689248895434463
