userId,train,gt,rec_AMR_text,CR_AMR_text,PB_AMR_text,FA_AMR_text,NO_AMR_text,DI_AMR_text,CB_AMR_text,RC_AMR_text,ND_AMR_text,CV_AMR_text
1,"[2692, 260, 1028, 1287, 1029, 1035, 914, 661, 150, 919, 1193, 1961, 2355, 1207, 1097, 2762, 588, 595, 1246, 608, 2028, 2797, 3186, 1907, 2804, 1270]","[2791, 1962, 1197, 3408, 594, 1721, 1022]","[1198, 2858, 912, 318, 457, 1022, 858, 2716, 1213, 1387]",0.0,0.028284671532846715,0.1536774193548387,10.87556836990411,0.865925925925926,2.0529979749660434,0.14285714285714285,0.0979129253499678,0.9513991163475699
2,"[1792, 648, 265, 1801, 1544, 780, 2312, 3471, 1552, 2067, 1687, 1945, 1953, 3107, 163, 165, 1193, 1962, 2858, 1196, 1198, 1968, 2353, 3893, 3255, 3256, 1207, 442, 3257, 1213, 318, 1090, 2628, 2501, 3654, 457, 589, 1103, 593, 2002, 1370, 1372, 1244, 1246, 2396, 736, 3809, 1245, 2916, 235, 2028, 368, 1917]","[1537, 2881, 515, 1247, 1527, 647, 3147, 590, 2194, 434, 1690, 920, 3735, 1784, 2490, 2717, 95]","[161, 912, 474, 3147, 1299, 858, 454, 1918, 1358, 151]",0.0,0.03233576642335766,0.29142212189616257,9.523367596244714,0.6255555555555555,3.3889460078480216,0.058823529411764705,0.09478836436955078,0.9513991163475699
3,"[260, 1291, 653, 1304, 2081, 2470, 552, 1961, 2858, 1196, 1197, 1968, 2355, 1079, 3534, 590, 593, 733, 1378, 104, 1394, 1270]","[2115, 648, 1580, 1261, 1198, 1615, 1136, 1266, 2997, 2617, 3868]","[1198, 3175, 1580, 1136, 151, 2046, 1275, 3448, 2804, 2353]",0.0,0.010145985401459855,0.10000000000000009,11.74843872694009,0.7962962962962964,2.551767248172778,0.2727272727272727,0.424926013816671,0.9513991163475699
4,"[260, 3527, 1097, 1387, 2028, 1196, 1198, 1240, 1214, 2366]",[2692],"[1287, 589, 1213, 2716, 858, 1200, 2194, 2762, 1197, 1580]",0.0,0.014343065693430657,0.10000000000000009,11.698494283986582,0.7883068783068784,1.9325719711488802,0.0,0.0,0.9513991163475699
5,"[2560, 1921, 515, 2692, 265, 3083, 908, 2959, 913, 2580, 1429, 150, 919, 2716, 2717, 3744, 2723, 2599, 1192, 1449, 2858, 3499, 3624, 2987, 1580, 2355, 2997, 318, 1089, 1729, 968, 2762, 3408, 3793, 1617, 593, 2384, 728, 2908, 1500, 733, 1884, 608, 353, 1635, 357, 3176, 1513, 2028, 2291, 1653, 377, 2683, 2428, 509]","[288, 224, 1527, 2916, 1732, 1734, 2058, 1643, 2700, 1485, 1517, 2353, 1909, 1719, 1721, 3386, 1213]","[2324, 589, 1748, 1042, 2396, 3798, 223, 3175, 2712, 1213]",0.0,0.02167883211678832,0.16767676767676787,10.933389114868689,0.8355555555555556,2.755723836643364,0.058823529411764705,0.06362078819895171,0.9513991163475699
6,"[1028, 3717, 1674, 1035, 266, 912, 914, 2966, 920, 2081, 2082, 3624, 3753, 2858, 3501, 2100, 1088, 838, 2506, 588, 590, 3534, 3536, 3408, 595, 2396, 3682, 377, 383]",[368],"[1721, 1393, 2501, 1271, 151, 2067, 1042, 1262, 105, 357]",0.0,0.049890510948905106,0.248061448427213,9.934543556580781,0.6481481481481481,7.033307480743377,0.0,0.0,0.9513991163475699
7,"[3107, 648, 3753, 2028, 1580, 589, 442, 2353, 3793, 1270, 3256, 474, 733]","[2916, 377, 1196, 457]","[1198, 161, 457, 2194, 1608, 2791, 1586, 2291, 1370, 3253]",0.0,0.034160583941605836,0.17884615384615388,10.79286464111218,0.7844444444444444,3.5006678508565168,0.25,0.19519002499605084,0.9513991163475699
8,"[2688, 1027, 2692, 1801, 266, 2702, 1682, 2324, 2712, 3481, 538, 282, 2336, 288, 161, 163, 1059, 3107, 2600, 2858, 555, 1580, 1711, 3257, 2490, 1213, 589, 1488, 337, 2396, 733, 2908, 608, 2916, 3173, 2023, 105, 2028, 1393, 3186, 2291, 1653, 377, 508, 253, 2686]","[1120, 1476, 454, 3528, 265, 3147, 908, 524, 111, 1721, 3252, 150, 151, 3256, 2329, 3386]","[318, 265, 1721, 628, 151, 590, 1120, 1635, 3252, 1619]",0.0,0.039927007299270074,0.34424131627056687,8.801143241289985,0.49370370370370376,6.512467534444925,0.3125,0.4736695902179647,0.9513991163475699
9,"[1921, 2692, 3717, 778, 524, 2959, 912, 529, 1552, 1682, 2324, 920, 1060, 805, 1446, 3623, 2599, 1961, 2858, 3751, 300, 1584, 2355, 3255, 1721, 1213, 318, 1089, 838, 457, 3147, 1356, 590, 1358, 3408, 593, 1617, 3793, 1500, 223, 2028, 1777, 1653, 1784, 377, 1148, 2302]","[608, 1223, 2762, 367, 1393, 3253, 150, 508]","[3083, 1223, 2501, 265, 1042, 628, 474, 454, 2353, 589]",0.0,0.04251824817518248,0.3398283261802575,8.771801209110835,0.7740740740740741,3.1360311901782723,0.125,0.15958907712489634,0.9513991163475699
10,"[1028, 1035, 1042, 2067, 539, 541, 2078, 543, 2080, 2081, 2082, 1059, 2599, 2087, 2090, 1580, 2094, 1584, 1586, 2100, 1079, 1080, 2617, 2105, 1088, 1091, 2115, 1097, 586, 588, 589, 590, 592, 1617, 1104, 594, 596, 3668, 2640, 2135, 2136, 2140, 1633, 2657, 1125, 3175, 104, 1136, 2161, 116, 1653, 3701, 1148, 3198, 648, 1676, 653, 1682, 150, 153, 1690, 2716, 2717, 1196, 1197, 1198, 1200, 1203, 3252, 3255, 1721, 186, 1214, 1215, 3264, 1223, 223, 3296, 1247, 1252, 2791, 743, 2795, 2291, 2804, 1270, 1271, 248, 2300, 1276, 765, 260, 2312, 1291, 780, 2324, 1302, 1304, 282, 2336, 2858, 2863, 2355, 3386, 1339, 316, 830, 1345, 329, 2378, 3408, 339, 344, 858, 1371, 1372, 1884, 1374, 1375, 351, 2396, 1376, 357, 2407, 367, 3439, 370, 2424, 1918, 1921, 898, 1409, 2948, 904, 2959, 3471, 913, 912, 918, 919, 2968, 3481, 920, 923, 924, 2470, 1961, 3501, 943, 435, 2997, 2497, 2011, 3037, 2015, 3039, 2021, 1513, 1517, 1019, 1020, 2046]","[2436, 2054, 1287, 1544, 3593, 2826, 3087, 784, 914, 2967, 3097, 3868, 926, 1278, 3363, 3751, 180, 3254, 953, 318, 2622, 2302, 2628, 2501, 2762, 587, 2124, 1356, 2001, 1234, 595, 2002, 1240, 3675, 3809, 1387, 2797, 750, 368, 1394, 1784, 253, 1022, 2431]","[1262, 261, 750, 2987, 1587, 3448, 838, 1278, 377, 1968]",0.0,0.03817518248175182,0.16730401529636718,10.770510487090887,0.8677777777777778,3.2762869096499605,0.045454545454545456,0.17947710508581735,0.9513991163475699
